0	1879	159
1	1870	167
2	63	25
3	80	24
4	61	35
5	83	38
6	95	54
7	178	83
8	180	77
9	129	25
10	10	9
11	193	33
12	79	54
13	126	72
14	202	76
15	50	28
16	151	56
17	258	58
18	186	74
19	22	14
20	569	97
21	134	60
22	159	39
23	53	38
24	143	81
25	12	10
26	67	41
27	219	32
28	46	30
29	149	42
30	113	35
31	255	45
32	189	61
33	224	61
34	466	86
35	84	46
36	111	64
37	125	28
38	84	32
39	257	80
40	85	48
41	23	17
42	217	78
43	59	28
44	131	53
45	45	34
46	237	96
47	312	70
48	42	17
49	119	30
50	50	21
51	378	84
52	14	7
53	14	7
54	45	11
55	223	90
56	418	110
57	267	60
58	42	22
59	80	41
60	412	70
61	21	16
62	16	5
63	7	3
64	12	3
65	36	3
66	12	1
67	571	77
68	262	38
69	22	5
70	32	11
71	263	56
72	1198	146
73	393	55
74	300	76
75	1496	119
76	1536	123
77	262	54
78	40	13
79	47	20
80	141	43
81	54	17
82	126	43
83	29	22
84	79	29
85	213	58
86	182	45
87	89	41
88	41	22
89	78	23
90	50	13
91	84	42
92	74	40
93	84	19
94	24	15
95	55	30
96	221	31
97	108	36
98	92	30
99	111	21
100	97	31
101	120	44
102	157	39
103	155	40
104	97	15
105	81	30
106	120	27
107	153	48
108	30	9
109	97	22
110	131	49
111	121	43
112	85	29
113	94	16
114	61	17
115	109	17
116	107	35
117	117	43
118	220	47
119	88	15
120	120	48
121	119	40
122	74	31
123	126	9
124	131	30
125	35	18
126	83	15
127	5	3
128	6	4
129	2	1
130	8	3
131	16	4
132	18	7
133	18	10
134	2	2
135	8	6
136	1	1
137	85	17
138	54	23
139	145	20
140	501	49
141	51	8
142	75	16
143	53	8
144	273	30
145	309	42
146	296	37
147	154	63
148	1	1
149	309	42
150	1427	152
151	1450	145
152	54	39
153	98	62
154	97	32
155	60	31
156	146	58
157	40	15
158	103	46
159	62	28
160	83	45
161	42	22
162	34	22
163	107	50
164	126	30
165	45	20
166	83	41
167	65	37
168	100	40
169	44	27
170	13	7
171	49	27
172	39	19
173	94	49
174	219	60
175	92	52
176	65	33
177	11	8
178	23	17
179	113	38
180	55	30
181	98	42
182	64	40
183	36	23
184	95	45
185	61	39
186	121	54
187	56	24
188	88	56
189	98	38
190	70	41
191	90	36
192	65	27
193	95	52
194	57	33
195	206	56
196	159	68
197	40	25
198	112	53
199	61	37
200	25	15
201	30	11
202	4	2
203	249	60
204	0	0
205	50	20
206	51	20
207	83	26
208	116	33
209	14	9
210	0	0
211	4	3
212	229	65
213	54	25
214	68	17
215	22	6
216	73	33
217	258	58
218	716	95
219	310	68
220	11	8
221	497	77
222	712	91
223	344	51
224	11	8
225	1402	121
226	1413	121
227	60	29
228	33	17
229	38	20
230	47	22
231	37	25
232	61	15
233	79	9
234	18	8
235	20	8
236	63	32
237	56	34
238	64	37
239	141	32
240	84	50
241	61	26
242	23	9
243	30	20
244	46	25
245	8	2
246	286	62
247	37	17
248	185	48
249	96	42
250	22	12
251	19	15
252	52	27
253	125	48
254	104	61
255	58	35
256	54	21
257	46	35
258	38	14
259	57	38
260	304	69
