0	654	195
1	622	183
2	4	2
3	102	26
4	50	29
5	19	9
6	97	71
7	3	3
8	104	58
9	63	35
10	13	9
11	7	4
12	0	0
13	22	20
14	125	57
15	64	25
16	97	37
17	48	27
18	47	27
19	21	14
20	40	38
21	72	50
22	174	83
23	96	56
24	7	3
25	16	14
26	77	24
27	42	25
28	214	119
29	87	47
30	55	17
31	1	1
32	146	89
33	29	21
34	61	18
35	59	28
36	50	22
37	41	11
38	69	39
39	198	97
40	22	21
41	110	50
42	231	117
43	70	34
44	15	6
45	87	41
46	211	148
47	85	33
48	45	15
49	31	9
50	34	32
51	146	23
52	188	61
53	24	4
54	18	5
55	23	8
56	153	42
57	88	10
58	42	11
59	120	62
60	108	11
61	34	32
62	15	6
63	78	12
64	33	16
65	84	40
66	160	75
67	123	46
68	115	45
69	23	19
70	34	13
71	48	25
72	44	10
73	19	7
74	54	32
75	72	16
76	48	40
77	106	22
78	26	11
79	49	29
80	45	23
81	55	48
82	95	23
83	69	55
84	23	3
85	34	19
86	25	18
87	70	32
88	55	33
89	120	37
90	49	28
91	23	5
92	134	76
93	134	76
94	0	0
95	29	19
96	14	12
97	18	3
98	49	37
99	96	54
100	90	12
101	61	40
102	47	15
103	174	70
104	23	10
105	107	37
106	41	15
107	204	88
108	44	35
109	59	6
110	165	95
111	42	28
112	191	119
113	30	13
114	87	23
115	50	34
116	36	8
117	35	26
118	113	37
119	34	11
120	103	51
121	121	54
122	86	9
123	180	54
124	76	38
125	259	127
126	88	74
127	79	43
128	40	36
129	13	11
130	44	29
131	53	45
132	42	32
133	48	41
134	21	7
135	103	18
136	65	10
137	16	10
138	33	27
139	59	18
140	64	30
141	56	12
142	54	16
143	173	38
144	109	22
145	79	25
146	139	34
147	70	18
148	34	10
149	46	20
150	27	18
151	80	43
152	6	5
153	8	5
154	47	12
155	113	89
156	195	137
157	78	35
158	11	9
159	110	50
160	246	151
161	15	11
162	27	9
163	23	4
164	59	9
165	25	10
166	32	4
167	277	137
168	112	45
169	21	6
170	29	10
171	134	76
172	435	191
173	429	98
174	479	106
175	38	19
176	44	12
177	58	32
178	123	18
179	61	15
180	25	15
181	6	5
182	20	15
183	14	10
184	14	6
185	115	10
186	30	10
187	38	8
188	149	14
189	33	24
190	19	5
191	80	8
192	65	8
193	0	0
194	13	6
195	55	13
196	33	17
197	45	12
198	54	24
199	28	9
200	77	24
201	23	6
202	46	19
203	43	8
204	39	10
205	39	9
206	133	30
207	36	14
208	21	8
209	52	14
210	56	24
211	64	22
212	43	7
213	18	8
214	58	28
215	6	6
216	6	1
217	91	18
218	12	7
219	99	24
220	17	6
221	18	9
222	78	21
223	45	10
224	56	14
225	2	2
226	0	0
227	1	1
228	0	0
229	1	1
230	4	3
231	6	4
232	0	0
233	2	2
234	0	0
235	69	9
236	44	13
237	27	11
238	140	23
239	30	6
240	52	21
241	105	13
242	57	8
243	97	18
244	67	16
245	63	45
246	822	250
247	836	240
248	18	3
249	47	18
250	25	15
251	39	12
252	32	17
253	37	25
254	79	54
255	32	23
256	61	34
257	72	34
258	72	54
259	34	25
