0	12867
1	4768
2	3545
3	2337
4	1964
5	1650
6	1460
7	1208
8	1120
9	939
10	931
11	782
12	702
13	681
14	603
15	571
16	507
17	420
18	474
19	437
20	367
21	337
22	369
23	333
24	359
25	321
26	316
27	286
28	277
29	284
30	249
31	231
32	240
33	215
34	248
35	205
36	212
37	192
38	183
39	215
40	183
41	187
42	187
43	176
44	162
45	168
46	173
47	167
48	154
49	147
50	147
51	128
52	133
53	121
54	125
55	101
56	112
57	95
58	99
59	138
60	129
61	97
62	113
63	96
64	102
65	107
66	89
67	80
68	110
69	95
70	84
71	80
72	82
73	73
74	74
75	79
76	82
77	70
78	69
79	58
80	95
81	62
82	74
83	75
84	68
85	52
86	51
87	63
88	48
89	79
90	51
91	52
92	56
93	53
94	53
95	51
96	49
97	49
98	47
99	38
100	59
101	47
102	41
103	54
104	51
105	45
106	40
107	49
108	44
109	49
110	45
111	44
112	46
113	37
114	32
115	42
116	34
117	41
118	36
119	28
120	32
121	35
122	33
123	43
124	36
125	35
126	32
127	39
128	35
129	39
130	37
131	29
132	30
133	29
134	34
135	31
136	34
137	25
138	22
139	38
140	31
141	34
142	26
143	28
144	17
145	25
146	22
147	15
148	39
149	29
150	21
151	29
152	18
153	14
154	20
155	24
156	16
157	23
158	23
159	17
160	25
161	27
162	20
163	15
164	17
165	11
166	26
167	11
168	21
169	18
170	22
171	16
172	14
173	24
174	20
175	12
176	9
177	16
178	8
179	22
180	12
181	18
182	15
183	18
184	15
185	17
186	20
187	17
188	13
189	15
190	11
191	8
192	10
193	8
194	14
195	9
196	10
197	23
198	13
199	13
200	12
201	13
202	9
203	11
204	11
205	14
206	16
207	8
208	16
209	14
210	13
211	5
212	5
213	8
214	11
215	8
216	7
217	11
218	12
219	6
220	19
221	14
222	9
223	10
224	9
225	8
226	11
227	12
228	12
229	13
230	11
231	12
232	15
233	14
234	12
235	10
236	8
237	10
238	5
239	5
240	8
241	5
242	5
243	7
244	8
245	10
246	5
247	5
248	1
249	7
250	8
251	7
252	4
253	5
254	5
255	6
256	9
257	10
258	5
259	10
260	4
261	7
262	8
263	10
264	4
265	5
266	4
267	9
268	4
269	4
270	4
271	8
272	3
273	6
274	3
275	4
276	2
277	5
278	7
279	5
280	1
281	2
282	8
283	3
284	3
285	7
286	4
287	3
288	3
289	0
290	6
291	7
292	8
293	3
294	9
295	7
296	6
297	7
298	3
299	5
300	3
301	6
302	3
303	4
304	7
305	6
306	6
307	3
308	3
309	5
310	4
311	6
312	7
313	1
314	5
315	5
316	7
317	7
318	3
319	2
320	3
321	2
322	1
323	4
324	1
325	6
326	4
327	5
328	8
329	6
330	7
331	4
332	9
333	4
334	7
335	3
336	3
337	2
338	3
339	5
340	3
341	3
342	3
343	9
344	5
345	1
346	3
347	2
348	4
349	3
350	4
351	4
352	6
353	4
354	9
355	4
356	2
357	5
358	6
359	2
360	2
361	4
362	3
363	3
364	2
365	5
366	2
367	7
368	1
369	3
370	3
371	4
372	2
373	3
374	0
375	1
376	5
377	3
378	2
379	5
380	4
381	9
382	2
383	3
384	5
385	4
386	0
387	2
388	6
389	4
390	4
391	6
392	5
393	6
394	1
395	2
396	3
397	3
398	2
399	2
400	2
401	5
402	5
403	2
404	2
405	1
406	3
407	5
408	4
409	2
410	1
411	4
412	3
413	5
414	2
415	2
416	3
417	2
418	4
419	2
420	3
421	3
422	0
423	1
424	3
425	1
426	3
427	0
428	3
429	3
430	3
431	3
432	3
433	2
434	3
435	3
436	3
437	5
438	1
439	2
440	1
441	3
442	1
443	2
444	3
445	3
446	5
447	3
448	2
449	1
450	2
451	3
452	4
453	0
454	1
455	3
456	1
457	2
458	0
459	4
460	4
461	1
462	3
463	0
464	4
465	1
466	2
467	5
468	0
469	1
470	1
471	0
472	2
473	0
474	2
475	3
476	1
477	5
478	1
479	2
480	0
481	3
482	2
483	2
484	1
485	0
486	2
487	2
488	2
489	6
490	3
491	3
492	1
493	1
494	1
495	1
496	0
497	1
498	2
499	0
500	1
501	2
502	3
503	3
504	2
505	0
506	0
507	1
508	0
509	3
510	4
511	3
512	3
513	1
514	1
515	1
516	1
517	5
518	0
519	3
520	3
521	0
522	2
523	0
524	1
525	3
526	0
527	1
528	5
529	1
530	0
531	2
532	0
533	1
534	0
535	2
536	1
537	0
538	3
539	3
540	4
541	1
542	1
543	1
544	2
545	1
546	1
547	2
548	6
549	2
550	0
551	1
552	2
553	0
554	0
555	0
556	2
557	1
558	0
559	0
560	1
561	2
562	5
563	3
564	2
565	1
566	1
567	0
568	0
569	0
570	1
571	3
572	0
573	2
574	0
575	2
576	1
577	1
578	0
579	1
580	1
581	1
582	1
583	2
584	0
585	2
586	3
587	0
588	0
589	0
590	1
591	0
592	0
593	1
594	0
595	0
596	2
597	0
598	0
599	0
600	1
601	0
602	0
603	0
604	0
605	0
606	1
607	2
608	0
609	0
610	0
611	1
612	1
613	0
614	0
615	1
616	0
617	2
618	0
619	1
620	1
621	0
622	0
623	1
624	0
625	0
626	0
627	1
628	0
629	1
630	1
631	0
632	0
633	0
634	1
635	1
636	0
637	1
638	0
639	1
640	3
641	1
642	2
643	1
644	1
645	1
646	0
647	0
648	1
649	1
650	0
651	0
652	0
653	0
654	0
655	1
656	0
657	0
658	0
659	1
660	1
661	1
662	2
663	1
664	0
665	0
666	0
667	0
668	0
669	1
670	1
671	1
672	1
673	0
674	0
675	0
676	1
677	1
678	2
679	1
680	0
681	0
682	2
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	1
693	0
694	1
695	0
696	0
697	1
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	1
707	1
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	1
718	0
719	0
720	0
721	1
722	1
723	0
724	0
725	1
726	0
727	0
728	0
729	1
730	0
731	0
732	0
733	1
734	1
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	1
747	0
748	0
749	1
750	1
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
