0	7274
1	4038
2	2905
3	2382
4	1953
5	1528
6	1381
7	1180
8	1070
9	975
10	841
11	783
12	749
13	693
14	618
15	614
16	485
17	530
18	501
19	465
20	401
21	365
22	366
23	360
24	281
25	316
26	234
27	268
28	255
29	239
30	223
31	217
32	227
33	216
34	182
35	174
36	173
37	152
38	157
39	159
40	173
41	170
42	145
43	151
44	137
45	119
46	128
47	141
48	147
49	118
50	142
51	103
52	120
53	115
54	96
55	117
56	114
57	95
58	96
59	104
60	98
61	96
62	98
63	90
64	94
65	99
66	85
67	83
68	91
69	74
70	88
71	80
72	83
73	91
74	79
75	68
76	69
77	80
78	82
79	71
80	60
81	77
82	75
83	64
84	77
85	72
86	85
87	66
88	66
89	65
90	59
91	59
92	62
93	70
94	61
95	56
96	43
97	53
98	62
99	56
100	62
101	53
102	52
103	67
104	54
105	41
106	51
107	44
108	52
109	47
110	41
111	52
112	49
113	46
114	42
115	47
116	41
117	29
118	56
119	32
120	33
121	35
122	30
123	36
124	34
125	42
126	45
127	28
128	32
129	25
130	32
131	20
132	26
133	30
134	27
135	24
136	17
137	36
138	21
139	24
140	18
141	19
142	21
143	23
144	23
145	21
146	25
147	14
148	22
149	21
150	20
151	22
152	20
153	11
154	18
155	24
156	15
157	20
158	16
159	16
160	20
161	23
162	19
163	18
164	18
165	11
166	19
167	16
168	16
169	17
170	11
171	15
172	21
173	16
174	15
175	13
176	13
177	12
178	10
179	6
180	14
181	11
182	12
183	17
184	16
185	18
186	8
187	15
188	17
189	11
190	11
191	8
192	14
193	13
194	13
195	8
196	6
197	12
198	12
199	16
200	12
201	9
202	12
203	11
204	14
205	8
206	15
207	13
208	3
209	7
210	14
211	12
212	8
213	10
214	9
215	12
216	7
217	3
218	9
219	5
220	10
221	9
222	15
223	6
224	11
225	6
226	10
227	8
228	11
229	3
230	11
231	8
232	5
233	9
234	6
235	6
236	11
237	5
238	6
239	10
240	8
241	4
242	4
243	6
244	6
245	8
246	6
247	7
248	16
249	5
250	10
251	9
252	4
253	9
254	5
255	6
256	6
257	3
258	6
259	4
260	11
261	4
262	6
263	7
264	6
265	6
266	7
267	7
268	9
269	8
270	9
271	6
272	11
273	8
274	11
275	1
276	8
277	6
278	3
279	11
280	3
281	5
282	5
283	2
284	9
285	3
286	5
287	4
288	6
289	8
290	4
291	4
292	6
293	4
294	3
295	3
296	4
297	4
298	2
299	3
300	8
301	2
302	1
303	5
304	1
305	5
306	3
307	9
308	7
309	6
310	7
311	8
312	3
313	6
314	8
315	3
316	6
317	4
318	2
319	2
320	6
321	4
322	6
323	5
324	2
325	2
326	3
327	3
328	2
329	6
330	5
331	5
332	1
333	1
334	2
335	1
336	10
337	4
338	3
339	2
340	3
341	2
342	4
343	6
344	4
345	3
346	3
347	5
348	3
349	4
350	4
351	3
352	2
353	4
354	4
355	3
356	2
357	4
358	3
359	3
360	2
361	3
362	4
363	2
364	3
365	1
366	3
367	5
368	3
369	1
370	1
371	4
372	4
373	1
374	2
375	1
376	7
377	1
378	3
379	4
380	2
381	3
382	6
383	4
384	4
385	2
386	2
387	3
388	2
389	1
390	4
391	4
392	3
393	4
394	1
395	6
396	2
397	7
398	5
399	3
400	3
401	3
402	4
403	2
404	3
405	3
406	3
407	4
408	3
409	4
410	2
411	2
412	5
413	3
414	2
415	2
416	3
417	4
418	1
419	3
420	5
421	4
422	2
423	3
424	1
425	1
426	2
427	3
428	2
429	2
430	2
431	4
432	3
433	1
434	0
435	2
436	1
437	4
438	1
439	3
440	4
441	1
442	1
443	3
444	2
445	3
446	2
447	2
448	6
449	2
450	4
451	2
452	1
453	1
454	2
455	2
456	3
457	1
458	2
459	3
460	4
461	2
462	4
463	0
464	3
465	4
466	4
467	3
468	2
469	5
470	0
471	1
472	0
473	3
474	2
475	3
476	3
477	2
478	6
479	2
480	3
481	3
482	0
483	1
484	2
485	2
486	2
487	4
488	2
489	1
490	2
491	5
492	1
493	3
494	0
495	2
496	2
497	4
498	2
499	4
500	2
501	2
502	2
503	3
504	3
505	1
506	2
507	3
508	1
509	5
510	3
511	1
512	3
513	2
514	0
515	2
516	1
517	0
518	2
519	2
520	1
521	2
522	4
523	1
524	1
525	1
526	2
527	4
528	2
529	0
530	1
531	5
532	2
533	2
534	0
535	0
536	1
537	1
538	2
539	1
540	0
541	4
542	3
543	1
544	2
545	1
546	2
547	0
548	2
549	2
550	3
551	1
552	0
553	1
554	2
555	1
556	1
557	0
558	0
559	4
560	0
561	4
562	0
563	3
564	2
565	1
566	2
567	1
568	2
569	1
570	1
571	2
572	4
573	0
574	2
575	3
576	1
577	2
578	0
579	1
580	1
581	0
582	2
583	1
584	4
585	1
586	1
587	2
588	2
589	3
590	2
591	1
592	0
593	3
594	1
595	2
596	2
597	0
598	2
599	1
600	3
601	0
602	0
603	2
604	1
605	0
606	3
607	0
608	1
609	2
610	0
611	3
612	2
613	3
614	0
615	2
616	3
617	1
618	2
619	0
620	0
621	3
622	4
623	1
624	2
625	0
626	0
627	0
628	1
629	2
630	0
631	1
632	1
633	1
634	2
635	1
636	0
637	2
638	2
639	2
640	4
641	0
642	3
643	4
644	1
645	1
646	0
647	2
648	2
649	2
650	0
651	1
652	1
653	1
654	0
655	1
656	1
657	0
658	2
659	1
660	3
661	0
662	1
663	2
664	0
665	2
666	0
667	1
668	1
669	0
670	2
671	1
672	1
673	0
674	1
675	4
676	0
677	0
678	0
679	1
680	0
681	0
682	1
683	2
684	0
685	0
686	1
687	0
688	1
689	0
690	0
691	1
692	0
693	0
694	0
695	0
696	1
697	1
698	1
699	0
700	0
701	0
702	0
703	1
704	0
705	0
706	0
707	1
708	0
709	0
710	0
711	1
712	0
713	0
714	0
715	1
716	0
717	1
718	0
719	1
720	0
721	0
722	0
723	0
724	0
725	1
726	0
727	1
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	1
736	1
737	0
738	1
739	0
740	1
741	0
742	2
743	1
744	0
745	1
746	0
747	0
748	0
749	0
750	0
751	1
752	0
753	3
754	0
755	0
756	0
757	0
758	1
759	0
760	0
761	1
762	0
763	0
764	1
765	2
766	0
767	0
768	0
769	1
770	0
771	0
772	0
773	1
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	1
789	1
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	2
799	0
800	0
801	0
802	0
803	0
804	1
805	0
806	0
807	0
808	1
809	0
810	0
811	0
812	0
813	0
814	0
815	1
816	1
817	0
818	0
819	0
820	0
821	0
822	0
823	1
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	1
832	0
833	1
834	0
835	0
836	0
837	0
838	1
839	0
840	1
841	0
842	1
843	0
844	0
845	1
846	0
847	0
848	0
849	1
850	1
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	1
859	0
860	0
861	1
862	1
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	1
874	0
875	0
876	0
877	0
878	0
879	1
880	0
881	1
882	0
883	0
884	0
885	0
886	1
887	1
888	0
889	0
890	1
891	0
892	0
893	0
894	0
895	0
896	2
897	0
898	0
899	0
900	1
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	1
911	0
912	0
913	0
914	0
915	1
916	0
917	1
918	0
919	0
920	0
921	1
922	1
923	0
924	0
925	0
926	0
927	0
928	1
929	0
930	0
931	1
932	0
933	0
934	0
935	0
936	0
937	1
938	0
939	0
940	0
941	1
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	1
953	0
954	0
955	0
956	0
957	0
958	1
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	1
