0	3218	486
1	3200	472
2	194	122
3	312	128
4	139	60
5	272	131
6	318	186
7	217	149
8	384	198
9	201	99
10	121	83
11	69	23
12	163	87
13	127	75
14	286	130
15	141	64
16	416	159
17	120	47
18	309	193
19	202	47
20	119	73
21	484	209
22	473	171
23	207	106
24	137	91
25	48	25
26	237	76
27	178	99
28	572	258
29	316	130
30	273	127
31	59	42
32	423	192
33	78	48
34	158	54
35	401	181
36	106	32
37	93	35
38	243	119
39	322	144
40	106	72
41	348	111
42	548	275
43	126	67
44	55	24
45	318	137
46	430	279
47	311	100
48	195	103
49	172	53
50	95	58
51	276	38
52	513	176
53	58	20
54	357	187
55	67	19
56	256	69
57	247	47
58	79	28
59	433	231
60	325	58
61	98	65
62	140	73
63	275	92
64	171	53
65	251	124
66	749	263
67	382	130
68	363	111
69	129	66
70	172	33
71	192	98
72	110	46
73	65	13
74	120	46
75	256	53
76	252	132
77	394	136
78	73	31
79	217	94
80	190	108
81	166	106
82	278	92
83	306	188
84	172	90
85	205	112
86	165	63
87	419	200
88	196	102
89	331	75
90	117	48
91	64	23
92	313	133
93	307	110
94	63	33
95	107	67
96	54	27
97	115	57
98	190	96
99	309	153
100	664	235
101	94	54
102	213	70
103	538	203
104	221	114
105	328	71
106	236	136
107	545	231
108	314	174
109	181	47
110	271	155
111	290	160
112	501	204
113	174	113
114	377	145
115	188	107
116	127	37
117	145	74
118	337	135
119	134	69
120	307	160
121	239	108
122	249	59
123	293	99
124	230	115
125	517	183
126	155	94
127	253	100
128	144	82
129	85	51
130	114	61
131	143	89
132	418	155
133	235	133
134	82	22
135	316	56
136	354	134
137	122	39
138	82	52
139	117	53
140	266	138
141	188	41
142	235	110
143	394	124
144	170	35
145	175	69
146	282	82
147	266	79
148	125	16
149	266	98
150	170	106
151	201	100
152	24	15
153	26	17
154	112	26
155	675	285
156	993	352
157	463	147
158	84	58
159	419	147
160	1137	240
161	67	44
162	78	22
163	52	7
164	135	13
165	111	15
166	79	6
167	1320	254
168	441	115
169	62	14
170	81	26
171	588	170
172	2293	444
173	237	45
174	79	6
175	2397	266
176	2466	272
177	133	46
178	115	28
179	168	83
180	267	55
181	167	66
182	67	36
183	13	7
184	79	32
185	69	20
186	104	46
187	210	38
188	179	37
189	102	15
190	285	25
191	120	52
192	178	46
193	202	49
194	151	41
195	231	113
196	98	33
197	112	21
198	106	46
199	166	40
200	205	88
201	133	64
202	143	39
203	76	14
204	99	34
205	118	34
206	77	30
207	66	22
208	257	50
209	131	26
210	98	30
211	129	50
212	126	31
213	202	54
214	155	54
215	260	87
216	265	100
217	37	14
218	80	38
219	183	43
220	111	53
221	338	70
222	175	47
223	96	34
224	163	43
225	83	23
226	159	53
227	10	6
228	7	6
229	2	2
230	0	0
231	6	4
232	28	13
233	33	19
234	2	2
235	18	9
236	6	5
237	171	23
238	158	39
239	109	38
240	603	47
241	99	18
242	184	41
243	245	21
244	285	23
245	385	50
246	361	54
247	374	150
248	374	150
249	385	50
250	4368	404
251	4401	406
252	471	161
253	252	140
254	66	38
255	266	146
256	223	100
257	120	75
258	227	132
259	130	93
260	191	112
261	225	125
262	157	101
263	183	112
264	263	125
265	215	104
266	183	88
267	542	217
268	257	126
269	212	120
270	572	195
271	46	30
272	140	70
273	223	120
274	111	51
275	192	116
276	197	104
277	283	126
278	125	78
279	166	63
280	74	32
281	143	99
282	179	91
283	168	112
284	275	139
285	358	178
286	236	123
287	139	76
288	151	97
289	1318	305
290	137	82
291	101	61
292	75	53
293	175	111
294	180	105
295	294	155
296	223	100
297	203	116
298	193	112
299	193	99
300	170	86
301	212	99
302	94	25
303	290	135
304	85	45
305	258	138
306	152	103
307	251	125
308	247	126
309	105	23
310	187	94
311	188	79
312	295	150
313	319	157
314	81	41
315	294	153
316	46	12
317	67	31
318	144	56
319	117	56
320	362	149
321	148	104
322	88	39
323	97	43
324	64	25
325	240	116
326	141	54
327	366	172
328	320	170
329	141	79
330	245	100
331	317	182
332	251	121
333	266	132
334	295	142
335	187	95
336	39	19
337	117	79
338	305	137
339	161	109
340	542	183
341	102	52
342	173	109
343	222	108
344	191	124
345	812	289
346	187	116
347	204	85
348	89	9
349	581	231
350	204	100
351	109	52
352	13	7
353	658	210
354	4	3
355	163	59
356	171	73
357	280	108
358	347	120
359	17	10
360	11	7
361	14	10
362	684	224
363	189	66
364	73	29
365	79	22
366	206	92
367	491	157
368	1653	313
369	997	245
370	161	56
371	828	217
372	1378	298
373	302	95
374	79	22
375	2589	340
376	2561	332
377	162	81
378	58	20
379	156	44
380	79	35
381	137	74
382	77	34
383	101	47
384	131	58
385	210	82
386	301	103
387	151	75
388	91	40
389	509	136
390	70	50
391	58	23
392	138	50
393	79	28
394	310	164
395	83	33
396	90	48
397	58	33
398	125	23
399	137	59
400	50	12
401	174	71
402	66	14
403	89	28
404	464	195
405	130	54
406	114	57
407	69	47
408	29	12
409	204	64
410	139	57
411	144	50
412	209	77
413	41	23
414	96	52
415	33	24
416	127	45
417	152	72
418	174	98
419	61	26
420	146	36
421	84	58
422	331	131
423	111	37
424	194	94
425	103	60
426	102	66
427	251	86
428	141	61
429	167	83
430	328	166
431	75	20
432	608	208
433	128	38
434	184	119
435	33	15
436	165	79
437	337	122
438	83	50
439	167	75
440	167	101
441	117	46
442	114	43
443	64	17
444	47	17
445	143	57
446	98	68
447	261	112
448	251	102
449	192	109
450	423	102
451	109	45
452	182	81
453	181	82
454	230	108
455	82	34
456	144	61
457	207	105
458	83	43
459	198	99
460	89	18
461	144	62
462	111	46
463	155	75
464	71	47
465	201	84
466	265	112
467	71	34
468	284	99
469	77	9
470	35	10
471	99	34
472	85	42
473	79	46
474	49	19
475	71	7
476	132	44
477	226	114
478	815	182
479	763	215
480	851	250
481	755	212
482	21	10
483	36	16
484	7	4
485	26	13
486	72	32
487	194	71
488	337	167
489	392	167
490	52	14
491	102	24
492	565	180
493	114	63
494	177	54
495	153	52
496	70	4
497	833	191
498	733	203
499	70	4
500	2510	471
501	2495	476
502	289	179
503	249	39
504	269	106
505	293	167
506	174	112
507	372	146
508	321	139
509	355	142
510	428	194
511	285	102
512	202	128
513	182	95
514	241	89
515	447	177
516	356	148
517	77	38
518	259	81
519	163	88
520	352	151
521	400	183
522	185	122
523	301	165
524	206	47
525	170	127
526	199	142
527	307	137
528	563	228
529	177	104
530	276	127
531	270	126
532	346	167
533	358	171
534	341	157
535	323	94
536	157	80
537	220	122
538	319	135
539	259	149
540	235	114
541	371	189
542	197	110
543	260	125
544	218	108
545	189	131
546	411	161
547	528	187
548	324	182
549	253	84
550	342	137
551	244	90
552	142	92
553	331	161
554	342	121
555	174	103
556	100	61
557	107	44
558	298	202
559	330	155
560	238	120
561	140	100
562	203	129
563	231	107
564	315	82
565	123	21
566	247	118
567	213	150
568	130	95
569	83	55
570	358	195
571	226	106
572	336	188
573	289	146
574	134	86
575	75	60
576	225	93
577	285	152
578	79	32
579	190	100
580	208	99
581	46	12
582	319	177
583	388	94
584	259	85
585	236	127
586	251	31
587	88	33
588	406	155
589	216	118
590	183	121
591	355	113
592	279	137
593	407	190
594	420	147
595	306	156
596	329	116
597	326	141
598	221	140
599	202	76
600	369	160
601	232	155
602	14	7
603	23	12
604	10	6
605	15	7
606	6	4
607	0	0
608	285	23
609	54	24
610	27	13
611	18	9
612	192	22
613	855	241
614	461	75
615	225	24
616	42	20
617	913	244
618	260	24
619	193	64
620	756	165
621	723	163
622	430	224
623	716	155
624	220	119
625	3481	524
626	3484	503
627	158	89
628	234	118
629	256	168
630	85	42
631	175	96
632	272	102
633	294	147
634	310	158
635	231	145
636	39	14
637	340	139
638	166	102
639	169	102
640	239	143
641	114	29
642	174	87
643	125	63
644	132	81
645	133	68
646	353	184
647	127	71
648	377	168
649	387	168
650	201	126
651	209	64
652	89	26
653	236	143
654	26	12
655	201	126
656	271	142
657	345	139
658	136	76
659	589	259
660	163	94
661	242	148
662	629	261
663	480	224
664	338	158
665	231	139
666	338	201
667	229	112
668	289	151
669	181	93
670	220	68
671	265	153
672	149	95
673	448	237
674	277	151
675	279	160
676	199	88
677	336	155
678	343	184
679	149	75
680	285	156
681	183	119
682	228	125
683	240	139
684	377	178
685	229	113
686	281	98
687	234	103
688	699	241
689	350	176
690	238	126
691	273	117
692	245	78
693	127	65
694	476	200
695	270	148
696	515	195
697	214	124
698	112	62
699	245	110
700	534	188
701	301	154
702	452	212
703	260	96
704	360	169
705	234	136
706	211	142
707	264	137
708	214	68
709	379	160
710	258	121
711	239	91
712	377	190
713	268	136
714	158	72
715	312	156
716	463	210
717	147	91
718	89	42
719	105	74
720	113	45
721	153	96
722	279	154
723	84	51
724	153	58
725	332	125
726	245	130
727	244	150
728	152	91
729	158	39
730	241	135
731	140	83
732	416	185
733	180	114
734	425	168
735	392	188
736	660	273
737	253	122
738	263	161
739	213	135
740	164	76
741	486	195
742	297	143
743	245	138
744	435	210
745	216	145
746	54	35
747	243	132
748	263	147
749	214	103
750	197	92
751	289	147
752	162	95
753	166	105
754	712	201
755	211	116
756	521	233
757	269	168
758	309	157
759	87	25
760	434	206
761	23	11
762	246	143
763	98	51
764	279	132
765	53	23
766	358	175
767	303	132
768	257	142
769	212	104
770	323	158
771	520	180
772	290	146
773	218	72
774	307	178
775	617	229
776	335	169
777	3	2
778	192	22
779	28	25
780	248	55
781	210	83
782	769	197
783	419	147
784	104	41
785	47	29
786	12	9
787	666	175
788	813	192
789	810	212
790	441	115
791	561	159
792	756	165
793	210	83
794	855	241
795	274	106
796	698	260
797	105	68
798	658	161
799	137	50
800	3027	549
801	2971	540
802	271	147
803	432	158
804	209	115
805	341	187
806	346	153
807	265	159
808	330	155
809	245	71
810	282	178
811	201	148
812	181	105
813	195	157
814	307	173
815	369	220
816	303	160
817	205	135
818	309	154
819	302	183
820	185	73
821	332	154
822	154	81
823	370	153
824	125	78
825	353	163
826	83	54
827	283	135
828	297	141
829	179	105
830	348	158
831	234	125
832	823	311
833	480	208
834	215	68
835	243	132
836	515	147
837	465	198
838	213	102
839	480	205
840	111	23
841	360	148
842	175	99
843	271	151
844	148	93
845	341	164
846	386	193
847	286	134
848	216	119
849	256	135
850	259	116
851	364	164
852	318	155
853	476	207
854	470	158
855	127	84
856	207	122
857	260	143
858	333	142
859	258	82
860	257	119
861	86	39
862	252	104
863	183	110
864	389	130
865	166	99
866	181	93
867	344	139
868	451	127
869	312	151
870	274	158
871	304	163
872	286	158
873	291	144
874	273	166
875	167	109
876	385	170
877	373	98
878	215	129
879	253	124
880	232	134
881	442	149
882	351	172
883	270	156
884	210	110
885	266	140
886	200	113
887	211	116
888	149	94
889	215	143
890	65	15
891	190	116
892	323	167
893	194	111
894	239	136
895	180	86
896	294	154
897	379	172
898	332	159
899	211	96
900	158	72
901	217	132
902	252	151
903	232	106
904	167	95
905	217	129
906	206	90
907	411	138
908	332	114
909	225	69
910	273	142
911	127	78
912	280	117
913	916	282
914	200	127
915	292	129
916	293	146
917	400	192
918	164	43
919	404	180
920	125	35
921	171	57
922	260	111
923	375	198
924	830	238
925	527	208
926	200	122
927	234	136
928	98	56
929	256	116
930	204	111
931	367	127
932	300	160
933	252	109
934	271	160
935	248	129
936	407	193
937	631	208
938	268	129
939	52	30
940	202	110
941	266	132
942	468	135
943	208	125
944	322	145
945	345	186
946	126	59
947	245	136
948	209	106
949	345	131
950	450	242
951	325	109
952	122	13
953	20	10
954	6	4
955	58	28
956	2	2
957	486	190
958	73	44
959	66	38
960	236	99
961	48	29
962	112	26
963	107	17
964	726	171
965	152	54
966	128	18
967	584	117
968	368	91
969	170	43
970	93	47
971	159	45
972	53	34
973	37	25
974	122	13
975	4511	658
976	4341	668
977	4444	670
978	4420	657
979	797	362
980	821	401
981	942	435
982	826	374
983	908	418
984	808	354
985	886	420
986	846	416
987	894	392
988	928	425
989	794	383
990	870	387
991	899	417
992	796	360
993	886	352
994	925	399
995	921	379
996	824	411
997	897	395
998	1008	413
999	841	359
1000	748	332
1001	828	394
1002	922	455
1003	804	373
1004	864	368
1005	801	397
1006	966	388
1007	804	382
1008	927	445
1009	847	379
1010	863	397
1011	935	360
1012	885	355
1013	812	385
1014	884	421
1015	857	346
1016	760	367
1017	908	397
1018	915	359
1019	754	356
1020	890	409
1021	925	408
1022	774	349
1023	861	374
1024	867	395
1025	902	382
1026	840	418
1027	930	344
1028	792	383
1029	829	416
1030	814	400
1031	815	369
1032	890	374
1033	868	372
1034	815	394
1035	822	396
1036	857	419
1037	935	411
1038	805	336
1039	869	389
1040	833	416
1041	756	411
1042	909	402
1043	949	409
1044	936	363
1045	840	356
1046	820	387
1047	759	383
1048	844	369
1049	891	397
1050	951	407
1051	788	363
1052	841	355
1053	812	416
1054	831	385
1055	803	372
1056	793	370
1057	925	397
1058	932	419
1059	847	352
1060	994	406
1061	884	370
1062	899	430
1063	1035	445
1064	835	373
1065	716	369
1066	796	383
1067	903	383
1068	893	439
1069	961	421
1070	825	374
1071	854	372
1072	887	396
1073	723	364
1074	861	362
1075	907	400
1076	810	395
1077	955	432
1078	805	388
1079	812	365
1080	893	396
1081	810	383
1082	939	418
1083	859	393
1084	992	417
